gene	P6
ENSMUSG00000080793	0
ENSMUSG00000080794	0
ENSMUSG00000080795	0
ENSMUSG00000080796	0
ENSMUSG00000080797	52
ENSMUSG00000080798	0
ENSMUSG00000080799	0
ENSMUSG00000080800	2
ENSMUSG00000080801	0
ENSMUSG00000080802	0
ENSMUSG00000080803	0
ENSMUSG00000080805	0
ENSMUSG00000080806	8
ENSMUSG00000080807	0
ENSMUSG00000080808	0
ENSMUSG00000080809	0
ENSMUSG00000080810	0
ENSMUSG00000080811	1
ENSMUSG00000080812	0
ENSMUSG00000080813	0
ENSMUSG00000080814	0
ENSMUSG00000080815	0
ENSMUSG00000080816	13
ENSMUSG00000080817	0
ENSMUSG00000080818	0
ENSMUSG00000080819	0
ENSMUSG00000080820	0
ENSMUSG00000080822	0
ENSMUSG00000080823	3
ENSMUSG00000080824	0
ENSMUSG00000080825	0
ENSMUSG00000080826	0
ENSMUSG00000080827	0
ENSMUSG00000080828	0
ENSMUSG00000080829	0
ENSMUSG00000080831	0
ENSMUSG00000080832	4
ENSMUSG00000080833	0
ENSMUSG00000080834	0
ENSMUSG00000080835	0
ENSMUSG00000080836	9
ENSMUSG00000080839	0
ENSMUSG00000080840	0
ENSMUSG00000080841	0
ENSMUSG00000080842	0
ENSMUSG00000080843	0
ENSMUSG00000080844	0
ENSMUSG00000080845	11
ENSMUSG00000080846	0
ENSMUSG00000080847	0
ENSMUSG00000080848	79
ENSMUSG00000080849	0
ENSMUSG00000080850	33
ENSMUSG00000080851	0
ENSMUSG00000080852	0
ENSMUSG00000080855	0
ENSMUSG00000080857	0
ENSMUSG00000080859	0
ENSMUSG00000080860	0
ENSMUSG00000080861	0
ENSMUSG00000080862	0
ENSMUSG00000080863	0
ENSMUSG00000080865	0
ENSMUSG00000080866	0
ENSMUSG00000080868	0
ENSMUSG00000080869	0
ENSMUSG00000080870	0
ENSMUSG00000080871	0
ENSMUSG00000080872	0
ENSMUSG00000080873	0
ENSMUSG00000080874	0
ENSMUSG00000080875	7
ENSMUSG00000080876	0
ENSMUSG00000080877	11
ENSMUSG00000080878	0
ENSMUSG00000080880	0
ENSMUSG00000080884	0
ENSMUSG00000080885	4
ENSMUSG00000080886	0
ENSMUSG00000080887	0
ENSMUSG00000080888	6
ENSMUSG00000080889	0
ENSMUSG00000080890	0
ENSMUSG00000080891	0
ENSMUSG00000080892	0
ENSMUSG00000080893	11
ENSMUSG00000080894	0
ENSMUSG00000080895	0
ENSMUSG00000080896	1
ENSMUSG00000080897	0
ENSMUSG00000080898	0
ENSMUSG00000080899	0
ENSMUSG00000080902	1
ENSMUSG00000080903	0
ENSMUSG00000080904	20
ENSMUSG00000080906	0
ENSMUSG00000080907	0
ENSMUSG00000080910	0
ENSMUSG00000080911	0
ENSMUSG00000080912	0
ENSMUSG00000080913	0
ENSMUSG00000080914	0
ENSMUSG00000080915	0
ENSMUSG00000080916	0
ENSMUSG00000080917	0
ENSMUSG00000080918	0
ENSMUSG00000080919	0
ENSMUSG00000080921	33
ENSMUSG00000080922	0
ENSMUSG00000080923	0
ENSMUSG00000080924	0
ENSMUSG00000080925	0
ENSMUSG00000080927	0
ENSMUSG00000080928	0
ENSMUSG00000080929	0
ENSMUSG00000080930	0
ENSMUSG00000080932	4
ENSMUSG00000080933	0
ENSMUSG00000080934	0
ENSMUSG00000080935	19
ENSMUSG00000080936	0
ENSMUSG00000080937	0
ENSMUSG00000080938	0
ENSMUSG00000080939	0
ENSMUSG00000080941	2
ENSMUSG00000080942	2
ENSMUSG00000080943	0
ENSMUSG00000080944	3
ENSMUSG00000080946	1
ENSMUSG00000080947	0
ENSMUSG00000080948	0
ENSMUSG00000080949	0
ENSMUSG00000080950	2
ENSMUSG00000080951	11
ENSMUSG00000080952	0
ENSMUSG00000080953	0
ENSMUSG00000080954	0
ENSMUSG00000080955	0
ENSMUSG00000080956	0
ENSMUSG00000080957	0
ENSMUSG00000080958	0
ENSMUSG00000080959	0
ENSMUSG00000080960	0
ENSMUSG00000080961	0
ENSMUSG00000080962	0
ENSMUSG00000080964	0
ENSMUSG00000080965	0
ENSMUSG00000080966	0
ENSMUSG00000080967	0
ENSMUSG00000080968	0
ENSMUSG00000080969	0
ENSMUSG00000080970	0
ENSMUSG00000080971	1
ENSMUSG00000080972	0
ENSMUSG00000080974	0
ENSMUSG00000080976	0
ENSMUSG00000080977	1
ENSMUSG00000080978	1
ENSMUSG00000080979	0
ENSMUSG00000080980	0
ENSMUSG00000080981	0
ENSMUSG00000080982	0
ENSMUSG00000080983	0
ENSMUSG00000080984	8
ENSMUSG00000080985	0
ENSMUSG00000080986	0
ENSMUSG00000080987	0
ENSMUSG00000080989	5
ENSMUSG00000080990	0
ENSMUSG00000080992	0
ENSMUSG00000080993	0
ENSMUSG00000080994	2
ENSMUSG00000080995	0
ENSMUSG00000080996	0
ENSMUSG00000080997	0
ENSMUSG00000080998	0
ENSMUSG00000080999	0
ENSMUSG00000081000	0
ENSMUSG00000081001	0
ENSMUSG00000081002	0
ENSMUSG00000081003	0
ENSMUSG00000081004	0
ENSMUSG00000081005	0
ENSMUSG00000081006	0
ENSMUSG00000081007	0
ENSMUSG00000081008	0
ENSMUSG00000081009	0
ENSMUSG00000081010	0
ENSMUSG00000081011	0
ENSMUSG00000081012	0
ENSMUSG00000081013	0
ENSMUSG00000081014	0
ENSMUSG00000081016	0
ENSMUSG00000081017	0
ENSMUSG00000081018	0
ENSMUSG00000081020	0
ENSMUSG00000081021	3
ENSMUSG00000081022	0
ENSMUSG00000081023	0
ENSMUSG00000081024	0
ENSMUSG00000081025	1
ENSMUSG00000081026	0
ENSMUSG00000081029	0
ENSMUSG00000081030	0
ENSMUSG00000081033	0
ENSMUSG00000081034	0
ENSMUSG00000081036	0
ENSMUSG00000081037	0
ENSMUSG00000081038	0
ENSMUSG00000081041	0
ENSMUSG00000081042	0
ENSMUSG00000081043	27
ENSMUSG00000081044	0
ENSMUSG00000081045	0
ENSMUSG00000081046	0
ENSMUSG00000081047	0
ENSMUSG00000081048	0
ENSMUSG00000081049	65
ENSMUSG00000081050	0
ENSMUSG00000081051	194
ENSMUSG00000081052	0
ENSMUSG00000081053	0
ENSMUSG00000081054	0
ENSMUSG00000081055	0
ENSMUSG00000081056	0
ENSMUSG00000081057	0
ENSMUSG00000081058	34
ENSMUSG00000081059	0
ENSMUSG00000081060	0
ENSMUSG00000081061	0
ENSMUSG00000081062	0
ENSMUSG00000081063	0
ENSMUSG00000081064	0
ENSMUSG00000081065	0
ENSMUSG00000081066	0
ENSMUSG00000081067	1
ENSMUSG00000081068	0
ENSMUSG00000081069	0
ENSMUSG00000081070	2
ENSMUSG00000081071	1
ENSMUSG00000081072	0
ENSMUSG00000081073	0
ENSMUSG00000081076	3
ENSMUSG00000081077	0
ENSMUSG00000081078	0
ENSMUSG00000081079	0
ENSMUSG00000081080	0
ENSMUSG00000081081	0
ENSMUSG00000081082	0
ENSMUSG00000081083	0
ENSMUSG00000081084	0
ENSMUSG00000081085	0
ENSMUSG00000081086	0
ENSMUSG00000081087	6
ENSMUSG00000081088	0
ENSMUSG00000081089	0
ENSMUSG00000081092	0
ENSMUSG00000081093	2
ENSMUSG00000081094	147
ENSMUSG00000081095	0
ENSMUSG00000081096	0
ENSMUSG00000081097	0
ENSMUSG00000081098	0
ENSMUSG00000081099	1
ENSMUSG00000081100	2
ENSMUSG00000081101	1
ENSMUSG00000081103	6
ENSMUSG00000081104	1
ENSMUSG00000081106	0
ENSMUSG00000081107	0
ENSMUSG00000081108	0
ENSMUSG00000081110	0
ENSMUSG00000081111	10
ENSMUSG00000081112	0
ENSMUSG00000081113	2
ENSMUSG00000081114	0
ENSMUSG00000081115	0
ENSMUSG00000081116	0
ENSMUSG00000081117	0
ENSMUSG00000081118	2
ENSMUSG00000081119	0
ENSMUSG00000081120	0
ENSMUSG00000081121	3
ENSMUSG00000081122	0
ENSMUSG00000081124	0
ENSMUSG00000081125	0
ENSMUSG00000081126	0
ENSMUSG00000081127	0
ENSMUSG00000081128	0
ENSMUSG00000081129	0
ENSMUSG00000081130	0
ENSMUSG00000081131	0
ENSMUSG00000081132	0
ENSMUSG00000081133	0
ENSMUSG00000081134	0
ENSMUSG00000081135	0
ENSMUSG00000081136	11
ENSMUSG00000081137	37
ENSMUSG00000081138	0
ENSMUSG00000081139	0
ENSMUSG00000081141	0
ENSMUSG00000081142	0
ENSMUSG00000081143	0
ENSMUSG00000081144	0
ENSMUSG00000081145	0
ENSMUSG00000081146	0
ENSMUSG00000081147	0
ENSMUSG00000081148	0
ENSMUSG00000081150	0
ENSMUSG00000081151	0
ENSMUSG00000081152	2
ENSMUSG00000081153	1
ENSMUSG00000081154	0
ENSMUSG00000081155	0
ENSMUSG00000081156	2
ENSMUSG00000081157	2
ENSMUSG00000081158	0
ENSMUSG00000081159	2
ENSMUSG00000081160	0
ENSMUSG00000081161	0
ENSMUSG00000081162	0
ENSMUSG00000081163	0
ENSMUSG00000081164	1
ENSMUSG00000081165	1
ENSMUSG00000081166	0
ENSMUSG00000081167	0
ENSMUSG00000081168	0
ENSMUSG00000081169	9
ENSMUSG00000081170	1
ENSMUSG00000081171	0
ENSMUSG00000081172	0
ENSMUSG00000081173	0
ENSMUSG00000081174	0
ENSMUSG00000081175	0
ENSMUSG00000081176	18
ENSMUSG00000081177	0
ENSMUSG00000081179	0
ENSMUSG00000081180	0
ENSMUSG00000081181	0
ENSMUSG00000081182	0
ENSMUSG00000081183	0
ENSMUSG00000081184	0
ENSMUSG00000081185	0
ENSMUSG00000081186	0
ENSMUSG00000081187	7
ENSMUSG00000081188	0
ENSMUSG00000081189	10
ENSMUSG00000081191	0
ENSMUSG00000081194	72
ENSMUSG00000081195	0
ENSMUSG00000081196	8
ENSMUSG00000081197	0
ENSMUSG00000081199	0
ENSMUSG00000081200	0
ENSMUSG00000081201	0
ENSMUSG00000081202	0
ENSMUSG00000081205	0
ENSMUSG00000081206	0
ENSMUSG00000081207	0
ENSMUSG00000081208	22
ENSMUSG00000081209	0
ENSMUSG00000081210	0
ENSMUSG00000081211	0
ENSMUSG00000081212	0
ENSMUSG00000081214	52
ENSMUSG00000081215	0
ENSMUSG00000081216	0
ENSMUSG00000081217	4
ENSMUSG00000081218	0
ENSMUSG00000081219	24
ENSMUSG00000081220	0
ENSMUSG00000081221	0
ENSMUSG00000081222	0
ENSMUSG00000081223	13
ENSMUSG00000081224	0
ENSMUSG00000081225	0
ENSMUSG00000081226	0
ENSMUSG00000081227	0
ENSMUSG00000081228	3
ENSMUSG00000081229	0
ENSMUSG00000081230	0
ENSMUSG00000081231	0
ENSMUSG00000081232	1
ENSMUSG00000081233	1
ENSMUSG00000081234	0
ENSMUSG00000081235	0
ENSMUSG00000081236	0
ENSMUSG00000081237	0
ENSMUSG00000081238	0
ENSMUSG00000081239	7
ENSMUSG00000081240	0
ENSMUSG00000081242	0
ENSMUSG00000081243	0
ENSMUSG00000081244	1
ENSMUSG00000081245	0
ENSMUSG00000081248	0
ENSMUSG00000081249	22
ENSMUSG00000081250	0
ENSMUSG00000081251	21
ENSMUSG00000081252	0
ENSMUSG00000081253	0
ENSMUSG00000081254	0
ENSMUSG00000081255	1
ENSMUSG00000081256	0
ENSMUSG00000081257	0
ENSMUSG00000081258	0
ENSMUSG00000081259	0
ENSMUSG00000081260	0
ENSMUSG00000081261	0
ENSMUSG00000081262	0
ENSMUSG00000081263	0
ENSMUSG00000081264	0
ENSMUSG00000081265	0
ENSMUSG00000081268	0
ENSMUSG00000081269	0
ENSMUSG00000081270	0
ENSMUSG00000081271	0
ENSMUSG00000081272	603
ENSMUSG00000081273	0
ENSMUSG00000081274	0
ENSMUSG00000081275	0
ENSMUSG00000081276	0
ENSMUSG00000081277	0
ENSMUSG00000081278	0
ENSMUSG00000081279	0
ENSMUSG00000081280	0
ENSMUSG00000081281	7
ENSMUSG00000081282	0
ENSMUSG00000081283	0
ENSMUSG00000081284	0
ENSMUSG00000081285	0
ENSMUSG00000081286	0
ENSMUSG00000081287	0
ENSMUSG00000081288	0
ENSMUSG00000081289	0
ENSMUSG00000081290	0
ENSMUSG00000081292	0
ENSMUSG00000081293	0
ENSMUSG00000081295	0
ENSMUSG00000081296	0
ENSMUSG00000081297	0
ENSMUSG00000081298	0
ENSMUSG00000081299	0
ENSMUSG00000081300	0
ENSMUSG00000081301	0
ENSMUSG00000081302	4
ENSMUSG00000081303	0
ENSMUSG00000081304	0
ENSMUSG00000081305	0
ENSMUSG00000081306	0
ENSMUSG00000081307	0
ENSMUSG00000081308	0
ENSMUSG00000081309	8
ENSMUSG00000081310	0
ENSMUSG00000081312	0
ENSMUSG00000081313	0
ENSMUSG00000081314	0
ENSMUSG00000081315	0
ENSMUSG00000081316	0
ENSMUSG00000081317	1
ENSMUSG00000081318	0
ENSMUSG00000081319	0
ENSMUSG00000081320	0
ENSMUSG00000081321	1
ENSMUSG00000081323	0
ENSMUSG00000081324	0
ENSMUSG00000081325	1
ENSMUSG00000081326	0
ENSMUSG00000081327	0
ENSMUSG00000081329	1
ENSMUSG00000081330	0
ENSMUSG00000081331	0
ENSMUSG00000081332	0
ENSMUSG00000081333	0
ENSMUSG00000081334	0
ENSMUSG00000081335	0
ENSMUSG00000081336	0
ENSMUSG00000081339	9
ENSMUSG00000081340	1
ENSMUSG00000081341	0
ENSMUSG00000081342	0
ENSMUSG00000081343	0
ENSMUSG00000081344	300
ENSMUSG00000081345	0
ENSMUSG00000081346	0
ENSMUSG00000081348	0
ENSMUSG00000081349	0
ENSMUSG00000081350	0
ENSMUSG00000081352	0
ENSMUSG00000081353	0
ENSMUSG00000081354	0
ENSMUSG00000081355	10
ENSMUSG00000081357	1
ENSMUSG00000081358	0
ENSMUSG00000081359	0
ENSMUSG00000081360	0
ENSMUSG00000081361	0
ENSMUSG00000081362	0
ENSMUSG00000081363	0
ENSMUSG00000081364	0
ENSMUSG00000081365	0
ENSMUSG00000081367	0
ENSMUSG00000081369	0
ENSMUSG00000081370	0
ENSMUSG00000081372	0
ENSMUSG00000081373	0
ENSMUSG00000081374	0
ENSMUSG00000081375	0
ENSMUSG00000081376	0
ENSMUSG00000081377	0
ENSMUSG00000081378	15
ENSMUSG00000081379	0
ENSMUSG00000081381	0
ENSMUSG00000081382	6
ENSMUSG00000081383	0
ENSMUSG00000081384	0
ENSMUSG00000081386	0
ENSMUSG00000081388	0
ENSMUSG00000081389	0
ENSMUSG00000081390	0
ENSMUSG00000081391	0
ENSMUSG00000081392	0
ENSMUSG00000081394	11
ENSMUSG00000081395	0
ENSMUSG00000081396	0
ENSMUSG00000081397	4
ENSMUSG00000081398	0
ENSMUSG00000081399	0
ENSMUSG00000081400	27
ENSMUSG00000081402	4
ENSMUSG00000081404	3
ENSMUSG00000081405	1
ENSMUSG00000081406	44
ENSMUSG00000081407	0
ENSMUSG00000081408	0
ENSMUSG00000081409	0
ENSMUSG00000081410	0
ENSMUSG00000081412	0
ENSMUSG00000081413	0
ENSMUSG00000081414	0
ENSMUSG00000081415	0
ENSMUSG00000081416	0
ENSMUSG00000081417	0
ENSMUSG00000081418	24
ENSMUSG00000081421	0
ENSMUSG00000081422	0
ENSMUSG00000081423	0
ENSMUSG00000081424	0
ENSMUSG00000081427	0
ENSMUSG00000081428	3
ENSMUSG00000081429	0
ENSMUSG00000081431	12
ENSMUSG00000081432	0
ENSMUSG00000081433	0
ENSMUSG00000081434	12
ENSMUSG00000081435	0
ENSMUSG00000081436	0
ENSMUSG00000081437	0
ENSMUSG00000081438	0
ENSMUSG00000081439	0
ENSMUSG00000081440	0
ENSMUSG00000081441	0
ENSMUSG00000081442	0
ENSMUSG00000081443	0
ENSMUSG00000081444	0
ENSMUSG00000081445	0
ENSMUSG00000081447	1
ENSMUSG00000081449	0
ENSMUSG00000081450	0
ENSMUSG00000081451	0
ENSMUSG00000081452	0
ENSMUSG00000081453	8
ENSMUSG00000081455	0
ENSMUSG00000081456	0
ENSMUSG00000081457	0
ENSMUSG00000081458	0
ENSMUSG00000081459	2
ENSMUSG00000081460	1
ENSMUSG00000081461	8
ENSMUSG00000081463	0
ENSMUSG00000081464	0
ENSMUSG00000081465	0
ENSMUSG00000081466	0
ENSMUSG00000081467	0
ENSMUSG00000081469	0
ENSMUSG00000081470	0
ENSMUSG00000081471	0
ENSMUSG00000081473	1
ENSMUSG00000081474	0
ENSMUSG00000081475	1
ENSMUSG00000081476	7
ENSMUSG00000081477	0
ENSMUSG00000081478	0
ENSMUSG00000081480	0
ENSMUSG00000081481	0
ENSMUSG00000081483	12
ENSMUSG00000081484	0
ENSMUSG00000081485	72
ENSMUSG00000081486	0
ENSMUSG00000081487	0
ENSMUSG00000081488	1
ENSMUSG00000081490	0
ENSMUSG00000081491	0
ENSMUSG00000081492	0
ENSMUSG00000081494	0
ENSMUSG00000081495	0
ENSMUSG00000081496	0
ENSMUSG00000081497	0
ENSMUSG00000081498	0
ENSMUSG00000081499	0
ENSMUSG00000081500	0
ENSMUSG00000081501	0
ENSMUSG00000081502	0
ENSMUSG00000081504	0
ENSMUSG00000081505	0
ENSMUSG00000081506	0
ENSMUSG00000081507	0
ENSMUSG00000081508	0
ENSMUSG00000081510	0
ENSMUSG00000081511	0
ENSMUSG00000081512	14
ENSMUSG00000081513	0
ENSMUSG00000081514	0
ENSMUSG00000081515	0
ENSMUSG00000081516	1
ENSMUSG00000081517	0
ENSMUSG00000081519	4
ENSMUSG00000081520	4
ENSMUSG00000081522	0
ENSMUSG00000081523	0
ENSMUSG00000081524	6
ENSMUSG00000081525	1
ENSMUSG00000081526	0
ENSMUSG00000081528	0
ENSMUSG00000081529	0
ENSMUSG00000081530	0
ENSMUSG00000081531	0
ENSMUSG00000081532	0
ENSMUSG00000081533	0
ENSMUSG00000081534	7737
ENSMUSG00000081536	0
ENSMUSG00000081537	0
ENSMUSG00000081538	0
ENSMUSG00000081539	0
ENSMUSG00000081540	0
ENSMUSG00000081541	0
ENSMUSG00000081542	0
ENSMUSG00000081543	0
ENSMUSG00000081544	1
ENSMUSG00000081546	0
ENSMUSG00000081547	0
ENSMUSG00000081548	0
ENSMUSG00000081550	0
ENSMUSG00000081551	0
ENSMUSG00000081552	0
ENSMUSG00000081553	1
ENSMUSG00000081555	0
ENSMUSG00000081556	0
ENSMUSG00000081557	0
ENSMUSG00000081559	0
ENSMUSG00000081560	0
ENSMUSG00000081561	0
ENSMUSG00000081562	2
ENSMUSG00000081563	0
ENSMUSG00000081564	22
ENSMUSG00000081565	0
ENSMUSG00000081566	0
ENSMUSG00000081567	0
ENSMUSG00000081568	0
ENSMUSG00000081569	0
ENSMUSG00000081570	0
ENSMUSG00000081571	0
ENSMUSG00000081572	0
ENSMUSG00000081573	0
ENSMUSG00000081574	6
ENSMUSG00000081575	1
ENSMUSG00000081576	0
ENSMUSG00000081577	0
ENSMUSG00000081578	0
ENSMUSG00000081579	0
ENSMUSG00000081580	0
ENSMUSG00000081583	0
ENSMUSG00000081584	0
ENSMUSG00000081585	0
ENSMUSG00000081586	0
ENSMUSG00000081587	0
ENSMUSG00000081588	0
ENSMUSG00000081589	0
ENSMUSG00000081590	2
ENSMUSG00000081591	0
ENSMUSG00000081592	0
ENSMUSG00000081593	11
ENSMUSG00000081594	2
ENSMUSG00000081595	0
ENSMUSG00000081596	0
ENSMUSG00000081597	0
ENSMUSG00000081598	0
ENSMUSG00000081599	0
ENSMUSG00000081600	0
ENSMUSG00000081601	0
ENSMUSG00000081602	0
ENSMUSG00000081603	22
ENSMUSG00000081604	0
ENSMUSG00000081605	0
ENSMUSG00000081606	0
ENSMUSG00000081607	0
ENSMUSG00000081608	0
ENSMUSG00000081609	0
ENSMUSG00000081610	0
ENSMUSG00000081611	1
ENSMUSG00000081612	0
ENSMUSG00000081613	0
ENSMUSG00000081614	0
ENSMUSG00000081615	0
ENSMUSG00000081616	1
ENSMUSG00000081617	0
ENSMUSG00000081618	1
ENSMUSG00000081619	0
ENSMUSG00000081620	1
ENSMUSG00000081621	0
ENSMUSG00000081622	0
ENSMUSG00000081623	0
ENSMUSG00000081624	0
ENSMUSG00000081625	0
ENSMUSG00000081626	0
ENSMUSG00000081627	2
ENSMUSG00000081628	0
ENSMUSG00000081629	0
ENSMUSG00000081630	0
ENSMUSG00000081631	0
ENSMUSG00000081632	0
ENSMUSG00000081633	0
ENSMUSG00000081635	0
ENSMUSG00000081636	0
ENSMUSG00000081638	0
ENSMUSG00000081639	0
ENSMUSG00000081640	0
ENSMUSG00000081641	0
ENSMUSG00000081642	3
ENSMUSG00000081643	4
ENSMUSG00000081646	0
ENSMUSG00000081647	0
ENSMUSG00000081648	11
ENSMUSG00000081649	0
ENSMUSG00000081650	3
ENSMUSG00000081651	0
ENSMUSG00000081652	0
ENSMUSG00000081653	0
ENSMUSG00000081654	0
ENSMUSG00000081656	0
ENSMUSG00000081657	2
ENSMUSG00000081658	0
ENSMUSG00000081659	0
ENSMUSG00000081660	0
ENSMUSG00000081661	0
ENSMUSG00000081662	0
ENSMUSG00000081663	0
ENSMUSG00000081664	0
ENSMUSG00000081665	40
ENSMUSG00000081666	0
ENSMUSG00000081667	0
ENSMUSG00000081668	0
ENSMUSG00000081669	0
ENSMUSG00000081670	10
ENSMUSG00000081671	0
ENSMUSG00000081672	0
ENSMUSG00000081673	0
ENSMUSG00000081674	0
ENSMUSG00000081675	0
ENSMUSG00000081676	0
ENSMUSG00000081677	0
ENSMUSG00000081678	0
ENSMUSG00000081679	5
ENSMUSG00000081680	0
ENSMUSG00000081681	0
ENSMUSG00000081683	6
ENSMUSG00000081684	0
ENSMUSG00000081685	0
ENSMUSG00000081686	0
ENSMUSG00000081687	0
ENSMUSG00000081688	1
ENSMUSG00000081689	0
ENSMUSG00000081690	0
ENSMUSG00000081691	0
ENSMUSG00000081692	1
ENSMUSG00000081693	0
ENSMUSG00000081694	0
ENSMUSG00000081695	2
ENSMUSG00000081696	0
ENSMUSG00000081697	0
ENSMUSG00000081698	0
ENSMUSG00000081699	0
ENSMUSG00000081700	2
ENSMUSG00000081701	0
ENSMUSG00000081703	0
ENSMUSG00000081704	0
ENSMUSG00000081705	0
ENSMUSG00000081706	1
ENSMUSG00000081707	0
ENSMUSG00000081709	0
ENSMUSG00000081711	0
ENSMUSG00000081712	0
ENSMUSG00000081713	0
ENSMUSG00000081714	0
ENSMUSG00000081715	1
ENSMUSG00000081716	0
ENSMUSG00000081717	0
ENSMUSG00000081718	0
ENSMUSG00000081719	0
ENSMUSG00000081720	0
ENSMUSG00000081721	2
ENSMUSG00000081722	0
ENSMUSG00000081723	63
ENSMUSG00000081724	0
ENSMUSG00000081728	0
ENSMUSG00000081729	4
ENSMUSG00000081730	0
ENSMUSG00000081731	1
ENSMUSG00000081732	0
ENSMUSG00000081733	0
ENSMUSG00000081734	0
ENSMUSG00000081735	0
ENSMUSG00000081736	0
ENSMUSG00000081737	0
ENSMUSG00000081738	0
ENSMUSG00000081739	1
ENSMUSG00000081740	1
ENSMUSG00000081741	0
ENSMUSG00000081742	0
ENSMUSG00000081743	0
ENSMUSG00000081744	0
ENSMUSG00000081745	1
ENSMUSG00000081746	0
ENSMUSG00000081747	0
ENSMUSG00000081748	1
ENSMUSG00000081749	0
ENSMUSG00000081750	0
ENSMUSG00000081751	3
ENSMUSG00000081752	12
ENSMUSG00000081755	0
ENSMUSG00000081756	0
ENSMUSG00000081757	0
ENSMUSG00000081758	0
ENSMUSG00000081761	0
ENSMUSG00000081762	0
ENSMUSG00000081763	0
ENSMUSG00000081765	0
ENSMUSG00000081766	0
ENSMUSG00000081767	0
ENSMUSG00000081768	0
ENSMUSG00000081769	117
ENSMUSG00000081770	0
ENSMUSG00000081771	0
ENSMUSG00000081772	2
ENSMUSG00000081773	0
ENSMUSG00000081774	0
ENSMUSG00000081775	0
ENSMUSG00000081777	0
ENSMUSG00000081778	0
ENSMUSG00000081779	0
ENSMUSG00000081781	1
ENSMUSG00000081782	0
ENSMUSG00000081783	0
ENSMUSG00000081784	0
ENSMUSG00000081786	0
ENSMUSG00000081787	0
ENSMUSG00000081788	14
ENSMUSG00000081789	4
ENSMUSG00000081791	0
ENSMUSG00000081792	3
ENSMUSG00000081793	0
ENSMUSG00000081796	0
ENSMUSG00000081797	0
ENSMUSG00000081798	1
ENSMUSG00000081799	0
ENSMUSG00000081800	0
ENSMUSG00000081801	0
ENSMUSG00000081803	0
ENSMUSG00000081804	0
ENSMUSG00000081805	4
ENSMUSG00000081806	0
ENSMUSG00000081807	0
ENSMUSG00000081809	27
ENSMUSG00000081810	11
ENSMUSG00000081811	0
ENSMUSG00000081812	0
ENSMUSG00000081813	0
ENSMUSG00000081814	0
ENSMUSG00000081816	0
ENSMUSG00000081817	0
ENSMUSG00000081819	0
ENSMUSG00000081820	0
ENSMUSG00000081821	0
ENSMUSG00000081822	0
ENSMUSG00000081823	0
ENSMUSG00000081824	9
ENSMUSG00000081827	0
ENSMUSG00000081828	0
ENSMUSG00000081829	0
ENSMUSG00000081830	0
ENSMUSG00000081831	0
ENSMUSG00000081832	0
ENSMUSG00000081833	3
ENSMUSG00000081834	0
ENSMUSG00000081835	1
ENSMUSG00000081836	0
ENSMUSG00000081837	0
ENSMUSG00000081838	0
ENSMUSG00000081839	0
ENSMUSG00000081840	0
ENSMUSG00000081841	0
ENSMUSG00000081842	1
ENSMUSG00000081843	0
ENSMUSG00000081844	0
ENSMUSG00000081845	0
ENSMUSG00000081847	0
ENSMUSG00000081848	0
ENSMUSG00000081849	0
ENSMUSG00000081851	0
ENSMUSG00000081852	4
ENSMUSG00000081853	1
ENSMUSG00000081854	0
ENSMUSG00000081855	14
ENSMUSG00000081856	0
ENSMUSG00000081857	0
ENSMUSG00000081858	0
ENSMUSG00000081859	0
ENSMUSG00000081860	0
ENSMUSG00000081861	0
ENSMUSG00000081862	0
ENSMUSG00000081863	0
ENSMUSG00000081864	0
ENSMUSG00000081865	6
ENSMUSG00000081866	0
ENSMUSG00000081868	0
ENSMUSG00000081869	0
ENSMUSG00000081870	0
ENSMUSG00000081871	0
ENSMUSG00000081872	0
ENSMUSG00000081873	1
ENSMUSG00000081874	0
ENSMUSG00000081875	0
ENSMUSG00000081876	0
ENSMUSG00000081877	0
ENSMUSG00000081878	0
ENSMUSG00000081879	0
ENSMUSG00000081880	0
ENSMUSG00000081881	0
ENSMUSG00000081882	0
ENSMUSG00000081883	0
ENSMUSG00000081884	5
ENSMUSG00000081885	0
ENSMUSG00000081886	0
ENSMUSG00000081887	13
ENSMUSG00000081888	3
ENSMUSG00000081889	0
ENSMUSG00000081890	0
ENSMUSG00000081891	0
ENSMUSG00000081892	0
ENSMUSG00000081893	0
ENSMUSG00000081894	0
ENSMUSG00000081895	7
ENSMUSG00000081896	0
ENSMUSG00000081897	0
ENSMUSG00000081898	8
ENSMUSG00000081900	0
ENSMUSG00000081901	0
ENSMUSG00000081903	0
ENSMUSG00000081904	0
ENSMUSG00000081905	0
ENSMUSG00000081906	0
ENSMUSG00000081907	1
ENSMUSG00000081908	0
ENSMUSG00000081909	0
ENSMUSG00000081910	0
ENSMUSG00000081911	0
ENSMUSG00000081912	0
ENSMUSG00000081913	0
ENSMUSG00000081914	0
ENSMUSG00000081916	0
ENSMUSG00000081917	0
ENSMUSG00000081918	0
ENSMUSG00000081919	0
ENSMUSG00000081920	0
ENSMUSG00000081921	2
ENSMUSG00000081923	0
ENSMUSG00000081924	0
ENSMUSG00000081925	0
ENSMUSG00000081926	8
ENSMUSG00000081928	0
ENSMUSG00000081929	0
ENSMUSG00000081931	0
ENSMUSG00000081932	0
ENSMUSG00000081933	1
ENSMUSG00000081934	0
ENSMUSG00000081935	0
ENSMUSG00000081936	0
ENSMUSG00000081937	0
ENSMUSG00000081938	0
