Gene.stable.ID,HGNC.symbol,Gene.stable.ID.1
ENSMUSG00000020323,PRSS57,ENSG00000185198
ENSMUSG00000020325,FSTL3,ENSG00000070404
ENSMUSG00000020326,CCNG1,ENSG00000113328
ENSMUSG00000020327,FGF22,ENSG00000070388
ENSMUSG00000020328,NUDCD2,ENSG00000170584
ENSMUSG00000020329,POLRMT,ENSG00000099821
ENSMUSG00000020330,HMMR,ENSG00000072571
ENSMUSG00000020331,HCN2,ENSG00000099822
ENSMUSG00000020333,,ENSG00000281938
ENSMUSG00000020333,ACSL6,ENSG00000164398
ENSMUSG00000020334,SLC22A4,ENSG00000197208
ENSMUSG00000020335,ZNF354B,ENSG00000178338
ENSMUSG00000020340,CYFIP2,ENSG00000055163
ENSMUSG00000020346,MGAT1,ENSG00000131446
ENSMUSG00000020349,PPP2CA,ENSG00000113575
ENSMUSG00000020354,SGCD,ENSG00000170624
ENSMUSG00000020357,FLT4,ENSG00000037280
ENSMUSG00000020358,HNRNPAB,ENSG00000197451
ENSMUSG00000020359,PHYKPL,ENSG00000175309
ENSMUSG00000020361,HSPA4,ENSG00000170606
ENSMUSG00000020362,CNOT6,ENSG00000113300
ENSMUSG00000020363,GFPT2,ENSG00000131459
ENSMUSG00000020364,ZNF354A,ENSG00000169131
ENSMUSG00000020366,MAPK9,ENSG00000050748
ENSMUSG00000020368,CANX,ENSG00000127022
ENSMUSG00000020372,RACK1,ENSG00000204628
ENSMUSG00000020374,RASGEF1C,ENSG00000146090
ENSMUSG00000020375,RUFY1,ENSG00000176783
ENSMUSG00000020376,RNF130,ENSG00000113269
ENSMUSG00000020377,LTC4S,ENSG00000213316
ENSMUSG00000020380,,ENSG00000283782
ENSMUSG00000020380,RAD50,ENSG00000113522
ENSMUSG00000020381,MRNIP,ENSG00000161010
ENSMUSG00000020385,CLK4,ENSG00000113240
ENSMUSG00000020386,SAR1B,ENSG00000152700
ENSMUSG00000020387,JADE2,ENSG00000043143
ENSMUSG00000020388,PDLIM4,ENSG00000131435
ENSMUSG00000020389,CDKL3,ENSG00000006837
ENSMUSG00000020390,UBE2B,ENSG00000119048
ENSMUSG00000020392,CDKN2AIPNL,ENSG00000237190
ENSMUSG00000020393,KREMEN1,ENSG00000183762
ENSMUSG00000020395,ITK,ENSG00000113263
ENSMUSG00000020396,NEFH,ENSG00000100285
ENSMUSG00000020397,MED7,ENSG00000155868
ENSMUSG00000020399,HAVCR2,ENSG00000135077
ENSMUSG00000020400,TNIP1,ENSG00000145901
ENSMUSG00000020402,VDAC1,ENSG00000213585
ENSMUSG00000020405,FABP6,ENSG00000170231
ENSMUSG00000020407,UPP1,ENSG00000183696
ENSMUSG00000020409,SLU7,ENSG00000164609
ENSMUSG00000020411,NIPAL4,ENSG00000172548
ENSMUSG00000020412,ASCC2,ENSG00000100325
ENSMUSG00000020413,HUS1,ENSG00000136273
ENSMUSG00000020415,PTTG2,ENSG00000250254
ENSMUSG00000020415,PTTG1,ENSG00000164611
ENSMUSG00000020419,HORMAD2,ENSG00000176635
ENSMUSG00000020420,ZNF780A,ENSG00000197782
ENSMUSG00000020422,TNS3,ENSG00000136205
ENSMUSG00000020423,BTG2,ENSG00000159388
ENSMUSG00000020424,CASTOR1,ENSG00000239282
ENSMUSG00000020427,IGFBP3,ENSG00000146674
ENSMUSG00000020430,PES1,ENSG00000100029
ENSMUSG00000020431,ADCY1,ENSG00000164742
ENSMUSG00000020432,TCN2,ENSG00000185339
ENSMUSG00000020434,C5orf52,ENSG00000187658
ENSMUSG00000020435,OSBP2,ENSG00000184792
ENSMUSG00000020436,GABRG2,ENSG00000113327
ENSMUSG00000020437,MYO1G,ENSG00000136286
ENSMUSG00000020439,SMTN,ENSG00000183963
ENSMUSG00000020440,ARF5,ENSG00000004059
ENSMUSG00000020441,C1orf35,ENSG00000143793
ENSMUSG00000020444,GUK1,ENSG00000143774
ENSMUSG00000020447,NPC1L1,ENSG00000015520
ENSMUSG00000020448,RNF185,ENSG00000138942
ENSMUSG00000020451,LIMK2,ENSG00000182541
ENSMUSG00000020453,PATZ1,ENSG00000100105
ENSMUSG00000020454,EIF4ENIF1,ENSG00000184708
ENSMUSG00000020455,TRIM11,ENSG00000154370
ENSMUSG00000020456,OGDH,ENSG00000105953
ENSMUSG00000020457,DRG1,ENSG00000185721
ENSMUSG00000020458,RTN4,ENSG00000115310
ENSMUSG00000020459,MTIF2,ENSG00000085760
ENSMUSG00000020460,RPS27A,ENSG00000143947
ENSMUSG00000020461,CLHC1,ENSG00000162994
ENSMUSG00000020462,CFAP36,ENSG00000163001
ENSMUSG00000020463,PPP4R3B,ENSG00000275052
ENSMUSG00000020464,PNPT1,ENSG00000138035
ENSMUSG00000020467,EFEMP1,ENSG00000115380
ENSMUSG00000020469,MYL7,ENSG00000106631
ENSMUSG00000020471,POLD2,ENSG00000106628
ENSMUSG00000020472,ZNF496,ENSG00000162714
ENSMUSG00000020473,AEBP1,ENSG00000106624
ENSMUSG00000020474,POLM,ENSG00000122678
ENSMUSG00000020475,PGAM2,ENSG00000164708
ENSMUSG00000020476,DBNL,ENSG00000136279
ENSMUSG00000020477,MRPS24,ENSG00000062582
ENSMUSG00000020482,CCDC117,ENSG00000159873
ENSMUSG00000020483,DYNLL2,ENSG00000264364
ENSMUSG00000020484,XBP1,ENSG00000100219
ENSMUSG00000020485,SUPT4H1,ENSG00000213246
ENSMUSG00000020492,SKA2,ENSG00000182628
ENSMUSG00000020493,PRR11,ENSG00000068489
ENSMUSG00000020495,,ENSG00000265303
ENSMUSG00000020513,TUBD1,ENSG00000108423
ENSMUSG00000020514,MRPL22,ENSG00000082515
ENSMUSG00000020515,CNOT8,ENSG00000155508
ENSMUSG00000020516,RPS6KB1,ENSG00000108443
ENSMUSG00000020516,,ENSG00000267318
ENSMUSG00000020519,SAP30L,ENSG00000164576
ENSMUSG00000020520,GALNT10,ENSG00000164574
ENSMUSG00000020521,RNFT1,ENSG00000189050
ENSMUSG00000020522,MFAP3,ENSG00000037749
ENSMUSG00000020523,FAM114A2,ENSG00000055147
ENSMUSG00000020524,GRIA1,ENSG00000155511
ENSMUSG00000020525,PPM1D,ENSG00000170836
ENSMUSG00000020526,ZNHIT3,ENSG00000273611
ENSMUSG00000020527,MYO19,ENSG00000278259
ENSMUSG00000020528,PRPSAP2,ENSG00000141127
ENSMUSG00000020530,GGNBP2,ENSG00000278311
ENSMUSG00000020532,ACACA,ENSG00000278540
ENSMUSG00000020534,SHMT1,ENSG00000176974
ENSMUSG00000020536,LLGL1,ENSG00000131899
ENSMUSG00000020537,DRG2,ENSG00000108591
ENSMUSG00000020538,SREBF1,ENSG00000072310
ENSMUSG00000020541,TOM1L1,ENSG00000141198
ENSMUSG00000020542,MYOCD,ENSG00000141052
ENSMUSG00000020544,COX11,ENSG00000166260
ENSMUSG00000020546,STXBP4,ENSG00000166263
ENSMUSG00000020547,BZW2,ENSG00000136261
ENSMUSG00000020549,ELAC2,ENSG00000006744
ENSMUSG00000020553,PCTP,ENSG00000141179
ENSMUSG00000020561,TWISTNB,ENSG00000105849
ENSMUSG00000020562,EFCAB10,ENSG00000185055
ENSMUSG00000020564,ATXN7L1,ENSG00000146776
ENSMUSG00000020566,ATP6V1C2,ENSG00000143882
ENSMUSG00000020570,SYPL1,ENSG00000008282
ENSMUSG00000020571,PDIA6,ENSG00000143870
ENSMUSG00000020572,NAMPT,ENSG00000105835
ENSMUSG00000020573,PIK3CG,ENSG00000105851
ENSMUSG00000020576,NBAS,ENSG00000151779
ENSMUSG00000020577,TSPAN13,ENSG00000106537
ENSMUSG00000020580,ROCK2,ENSG00000134318
ENSMUSG00000020581,AGR2,ENSG00000106541
ENSMUSG00000020583,MATN3,ENSG00000132031
ENSMUSG00000020585,LAPTM4A,ENSG00000068697
ENSMUSG00000020589,CYRIA,ENSG00000197872
ENSMUSG00000020590,SNX13,ENSG00000071189
ENSMUSG00000020591,NTSR2,ENSG00000169006
ENSMUSG00000020592,SDC1,ENSG00000115884
ENSMUSG00000020593,LPIN1,ENSG00000134324
ENSMUSG00000020594,PUM2,ENSG00000055917
ENSMUSG00000020598,NRCAM,ENSG00000091129
ENSMUSG00000020599,RGS9,ENSG00000108370
ENSMUSG00000020601,TRIB2,ENSG00000071575
ENSMUSG00000020604,ARSG,ENSG00000141337
ENSMUSG00000020605,HS1BP3,ENSG00000118960
ENSMUSG00000020607,LRATD1,ENSG00000162981
ENSMUSG00000020608,SMC6,ENSG00000163029
ENSMUSG00000020609,APOB,ENSG00000084674
ENSMUSG00000020610,AMZ2,ENSG00000196704
ENSMUSG00000020611,GNA13,ENSG00000120063
ENSMUSG00000020612,PRKAR1A,ENSG00000108946
ENSMUSG00000020614,FAM20A,ENSG00000108950
ENSMUSG00000020620,ABCA8,ENSG00000141338
ENSMUSG00000020621,RDH14,ENSG00000240857
ENSMUSG00000020622,NT5C1B-RDH14,ENSG00000250741
ENSMUSG00000020622,NT5C1B,ENSG00000185013
ENSMUSG00000020623,MAP2K6,ENSG00000108984
ENSMUSG00000020627,KLHL29,ENSG00000119771
ENSMUSG00000020628,TRAPPC12,ENSG00000171853
ENSMUSG00000020629,ADI1,ENSG00000182551
ENSMUSG00000020630,,ENSG00000286905
ENSMUSG00000020630,RNASEH1,ENSG00000171865
ENSMUSG00000020634,UBXN2A,ENSG00000173960
ENSMUSG00000020635,FKBP1B,ENSG00000119782
ENSMUSG00000020638,CMPK2,ENSG00000134326
ENSMUSG00000020639,PFN4,ENSG00000176732
ENSMUSG00000020640,ITSN2,ENSG00000198399
ENSMUSG00000020641,RSAD2,ENSG00000134321
ENSMUSG00000020642,RNF144A,ENSG00000151692
ENSMUSG00000020644,ID2,ENSG00000115738
ENSMUSG00000020646,MBOAT2,ENSG00000143797
ENSMUSG00000020647,NCOA1,ENSG00000084676
ENSMUSG00000020648,DUS4L,ENSG00000105865
ENSMUSG00000020649,RRM2,ENSG00000171848
ENSMUSG00000020650,,ENSG00000288558
ENSMUSG00000020650,BCAP29,ENSG00000075790
ENSMUSG00000020651,SLC26A4,ENSG00000091137
ENSMUSG00000020652,CENPO,ENSG00000138092
ENSMUSG00000020653,KLF11,ENSG00000172059
ENSMUSG00000020654,ADCY3,ENSG00000138031
ENSMUSG00000020656,GRHL1,ENSG00000134317
ENSMUSG00000020657,DNAJC27,ENSG00000115137
ENSMUSG00000020658,EFR3B,ENSG00000084710
ENSMUSG00000020659,CBLL1,ENSG00000105879
ENSMUSG00000020660,POMC,ENSG00000115138
ENSMUSG00000020661,DNMT3A,ENSG00000119772
ENSMUSG00000020664,DLD,ENSG00000091140
ENSMUSG00000020668,KIF3C,ENSG00000084731
ENSMUSG00000020669,SH3YL1,ENSG00000035115
ENSMUSG00000020671,RAB10,ENSG00000084733
ENSMUSG00000020672,SNTG2,ENSG00000172554
ENSMUSG00000020673,TPO,ENSG00000115705
ENSMUSG00000020674,PXDN,ENSG00000130508
ENSMUSG00000020676,CCL11,ENSG00000172156
ENSMUSG00000020677,DDX52,ENSG00000278053
ENSMUSG00000020679,HNF1B,ENSG00000275410
ENSMUSG00000020680,TAF15,ENSG00000270647
ENSMUSG00000020681,ACE,ENSG00000159640
ENSMUSG00000020682,MMP28,ENSG00000271447
ENSMUSG00000020684,RASL10B,ENSG00000270885
ENSMUSG00000020686,GAS2L2,ENSG00000270765
ENSMUSG00000020687,CDC27,ENSG00000004897
ENSMUSG00000020689,ITGB3,ENSG00000259207
ENSMUSG00000020689,,ENSG00000259753
ENSMUSG00000020690,EFCAB3,ENSG00000172421
ENSMUSG00000020691,METTL2A,ENSG00000087995
ENSMUSG00000020691,METTL2B,ENSG00000165055
ENSMUSG00000020692,NLE1,ENSG00000073536
ENSMUSG00000020694,TLK2,ENSG00000146872
ENSMUSG00000020695,MRC2,ENSG00000011028
ENSMUSG00000020696,,ENSG00000267618
ENSMUSG00000020697,LIG3,ENSG00000005156
ENSMUSG00000020698,CCT6B,ENSG00000132141
ENSMUSG00000020700,MAP3K3,ENSG00000198909
ENSMUSG00000020701,TMEM132E,ENSG00000181291
ENSMUSG00000020704,ASIC2,ENSG00000108684
ENSMUSG00000020705,DDX42,ENSG00000198231
ENSMUSG00000020706,FTSJ3,ENSG00000108592
ENSMUSG00000020708,PSMC5,ENSG00000087191
ENSMUSG00000020709,ADAP2,ENSG00000184060
ENSMUSG00000020713,CSH2,ENSG00000213218
ENSMUSG00000020713,GH2,ENSG00000136487
ENSMUSG00000020713,CSH1,ENSG00000136488
ENSMUSG00000020713,CSHL1,ENSG00000204414
ENSMUSG00000020713,GH1,ENSG00000259384
ENSMUSG00000020713,,ENSG00000285947
ENSMUSG00000020715,ERN1,ENSG00000178607
ENSMUSG00000020716,NF1,ENSG00000196712
ENSMUSG00000020717,PECAM1,ENSG00000261371
ENSMUSG00000020718,POLG2,ENSG00000256525
ENSMUSG00000020719,DDX5,ENSG00000108654
ENSMUSG00000020720,PSMD12,ENSG00000197170
ENSMUSG00000020721,HELZ,ENSG00000198265
ENSMUSG00000020722,CACNG1,ENSG00000108878
ENSMUSG00000020723,CACNG4,ENSG00000075461
ENSMUSG00000020728,CEP112,ENSG00000154240
ENSMUSG00000020732,RAB37,ENSG00000172794
ENSMUSG00000020733,SLC9A3R1,ENSG00000109062
ENSMUSG00000020734,GRIN2C,ENSG00000161509
ENSMUSG00000020736,NT5C,ENSG00000125458
ENSMUSG00000020738,SUMO2,ENSG00000188612
ENSMUSG00000020738,SUMO4,ENSG00000177688
ENSMUSG00000020739,NUP85,ENSG00000125450
ENSMUSG00000020740,GGA3,ENSG00000125447
ENSMUSG00000020741,CLUH,ENSG00000132361
ENSMUSG00000020743,MIF4GD,ENSG00000125457
ENSMUSG00000020744,SLC25A19,ENSG00000125454
ENSMUSG00000020745,PAFAH1B1,ENSG00000007168
ENSMUSG00000020747,TMEM94,ENSG00000177728
ENSMUSG00000020752,RECQL5,ENSG00000108469
ENSMUSG00000020755,SAP30BP,ENSG00000161526
ENSMUSG00000020758,ITGB4,ENSG00000132470
ENSMUSG00000020766,GALK1,ENSG00000108479
ENSMUSG00000020770,UNK,ENSG00000132478
ENSMUSG00000020773,TRIM47,ENSG00000132481
ENSMUSG00000020774,ASPA,ENSG00000108381
ENSMUSG00000020775,MRPL38,ENSG00000204316
ENSMUSG00000020776,FBF1,ENSG00000188878
ENSMUSG00000020777,ACOX1,ENSG00000161533
ENSMUSG00000020778,TEN1-CDK3,ENSG00000261408
ENSMUSG00000020778,TEN1,ENSG00000257949
ENSMUSG00000020780,SRP68,ENSG00000167881
ENSMUSG00000020781,TSEN54,ENSG00000182173
ENSMUSG00000020782,LLGL2,ENSG00000073350
ENSMUSG00000020783,NCBP3,ENSG00000074356
ENSMUSG00000020785,CAMKK1,ENSG00000004660
ENSMUSG00000020787,P2RX1,ENSG00000108405
ENSMUSG00000020788,ATP2A3,ENSG00000074370
ENSMUSG00000020790,ANKFY1,ENSG00000185722
ENSMUSG00000020792,EXOC7,ENSG00000182473
ENSMUSG00000020793,GALR2,ENSG00000182687
ENSMUSG00000020794,UBE2G1,ENSG00000132388
ENSMUSG00000020798,SPNS3,ENSG00000182557
ENSMUSG00000020799,TEKT1,ENSG00000167858
ENSMUSG00000020801,MED31,ENSG00000108590
ENSMUSG00000020802,UBE2O,ENSG00000175931
ENSMUSG00000020803,TXNDC17,ENSG00000129235
ENSMUSG00000020804,AANAT,ENSG00000129673
ENSMUSG00000020805,SLC13A5,ENSG00000141485
ENSMUSG00000020806,RHBDF2,ENSG00000129667
ENSMUSG00000020807,KIAA0753,ENSG00000198920
ENSMUSG00000020808,PIMREG,ENSG00000129195
ENSMUSG00000020810,CYGB,ENSG00000161544
ENSMUSG00000020811,WSCD1,ENSG00000179314
ENSMUSG00000020817,RABEP1,ENSG00000029725
ENSMUSG00000020818,MFSD11,ENSG00000092931
ENSMUSG00000020821,KIF1C,ENSG00000129250
ENSMUSG00000020823,SEC14L1,ENSG00000129657
ENSMUSG00000020826,NOS2,ENSG00000007171
ENSMUSG00000020827,MINK1,ENSG00000141503
ENSMUSG00000020828,PLD2,ENSG00000129219
ENSMUSG00000020829,SLC46A1,ENSG00000076351
ENSMUSG00000020831,RNASEK-C17orf49,ENSG00000161939
ENSMUSG00000020831,C17orf49,ENSG00000258315
ENSMUSG00000020832,ERAL1,ENSG00000132591
ENSMUSG00000020834,DHRS13,ENSG00000167536
ENSMUSG00000020836,CORO6,ENSG00000167549
ENSMUSG00000020838,SLC6A4,ENSG00000108576
ENSMUSG00000020839,TMIGD1,ENSG00000182271
ENSMUSG00000020840,BLMH,ENSG00000108578
ENSMUSG00000020841,CPD,ENSG00000108582
ENSMUSG00000020843,TIMM22,ENSG00000177370
ENSMUSG00000020844,NXN,ENSG00000167693
ENSMUSG00000020846,RFLNB,ENSG00000183688
ENSMUSG00000020847,RPH3AL,ENSG00000181031
ENSMUSG00000020848,DOC2B,ENSG00000272636
ENSMUSG00000020849,YWHAE,ENSG00000108953
ENSMUSG00000020850,PRPF8,ENSG00000174231
ENSMUSG00000020857,NME2,ENSG00000243678
ENSMUSG00000020859,SPAG9,ENSG00000008294
ENSMUSG00000020863,LUC7L3,ENSG00000108848
ENSMUSG00000020864,ANKRD40,ENSG00000154945
ENSMUSG00000020865,ABCC3,ENSG00000108846
ENSMUSG00000020866,CACNA1G,ENSG00000006283
ENSMUSG00000020867,SPATA20,ENSG00000006282
ENSMUSG00000020868,XYLT2,ENSG00000015532
ENSMUSG00000020869,LRRC59,ENSG00000108829
ENSMUSG00000020871,DLX4,ENSG00000108813
ENSMUSG00000020873,SLC35B1,ENSG00000121073
ENSMUSG00000020875,HOXB9,ENSG00000170689
ENSMUSG00000020876,SNX11,ENSG00000002919
ENSMUSG00000020877,SCRN2,ENSG00000141295
ENSMUSG00000020878,LRRC46,ENSG00000141294
ENSMUSG00000020882,CACNB1,ENSG00000067191
ENSMUSG00000020883,FBXL20,ENSG00000108306
ENSMUSG00000020884,ASGR1,ENSG00000141505
ENSMUSG00000020886,DLG4,ENSG00000132535
ENSMUSG00000020888,DVL2,ENSG00000004975
ENSMUSG00000020889,NR1D1,ENSG00000126368
ENSMUSG00000020890,GUCY2D,ENSG00000132518
ENSMUSG00000020891,ALOX15B,ENSG00000179593
ENSMUSG00000020892,ALOXE3,ENSG00000179148
ENSMUSG00000020893,PER1,ENSG00000179094
ENSMUSG00000020894,,ENSG00000263620
ENSMUSG00000020894,VAMP2,ENSG00000220205
ENSMUSG00000020895,TMEM107,ENSG00000179029
ENSMUSG00000020897,AURKB,ENSG00000178999
ENSMUSG00000020898,CTC1,ENSG00000178971
ENSMUSG00000020899,PFAS,ENSG00000178921
ENSMUSG00000020900,MYH10,ENSG00000133026
ENSMUSG00000020901,PIK3R5,ENSG00000141506
ENSMUSG00000020902,NTN1,ENSG00000065320
ENSMUSG00000020903,STX8,ENSG00000170310
ENSMUSG00000020904,CFAP52,ENSG00000166596
ENSMUSG00000020905,USP43,ENSG00000154914
ENSMUSG00000020907,RCVRN,ENSG00000109047
ENSMUSG00000020908,MYH3,ENSG00000109063
ENSMUSG00000020910,ADPRM,ENSG00000170222
ENSMUSG00000020911,KRT19,ENSG00000171345
ENSMUSG00000020914,TOP2A,ENSG00000131747
ENSMUSG00000020916,KRT36,ENSG00000126337
ENSMUSG00000020917,ACLY,ENSG00000131473
ENSMUSG00000020918,KAT2A,ENSG00000108773
ENSMUSG00000020919,STAT5B,ENSG00000173757
ENSMUSG00000020921,TMEM101,ENSG00000091947
ENSMUSG00000020922,LSM12,ENSG00000161654
ENSMUSG00000020923,UBTF,ENSG00000108312
ENSMUSG00000020925,CCDC43,ENSG00000180329
ENSMUSG00000020926,ADAM11,ENSG00000073670
ENSMUSG00000020928,HIGD1B,ENSG00000131097
ENSMUSG00000020929,EFTUD2,ENSG00000108883
ENSMUSG00000020930,CCDC103,ENSG00000167131
ENSMUSG00000020932,GFAP,ENSG00000131095
ENSMUSG00000020935,DCAKD,ENSG00000172992
ENSMUSG00000020936,NMT1,ENSG00000136448
ENSMUSG00000020937,PLCD3,ENSG00000161714
ENSMUSG00000020941,MAP3K14,ENSG00000006062
ENSMUSG00000020946,GOSR2,ENSG00000108433
ENSMUSG00000020946,,ENSG00000262633
ENSMUSG00000020948,KLHL28,ENSG00000179454
ENSMUSG00000020949,FKBP3,ENSG00000100442
ENSMUSG00000020950,FOXG1,ENSG00000176165
ENSMUSG00000020952,SCFD1,ENSG00000092108
ENSMUSG00000020953,COCH,ENSG00000100473
ENSMUSG00000020954,STRN3,ENSG00000196792
ENSMUSG00000020955,AP4S1,ENSG00000100478
ENSMUSG00000020956,DTD2,ENSG00000129480
ENSMUSG00000020961,STON2,ENSG00000140022
ENSMUSG00000020962,GTF2A1,ENSG00000165417
ENSMUSG00000020963,TSHR,ENSG00000165409
ENSMUSG00000020964,SEL1L,ENSG00000071537
ENSMUSG00000020973,DNAAF2,ENSG00000165506
ENSMUSG00000020974,POLE2,ENSG00000100479
ENSMUSG00000020978,KLHDC2,ENSG00000165516
ENSMUSG00000020982,NEMF,ENSG00000165525
ENSMUSG00000020986,SEC23A,ENSG00000100934
ENSMUSG00000020988,L2HGDH,ENSG00000087299
ENSMUSG00000020990,CDKL1,ENSG00000100490
ENSMUSG00000020993,TRAPPC6B,ENSG00000182400
ENSMUSG00000020994,PNN,ENSG00000100941
ENSMUSG00000021000,MIA2,ENSG00000150527
ENSMUSG00000021000,CTAGE1,ENSG00000212710
ENSMUSG00000021000,CTAGE9,ENSG00000236761
ENSMUSG00000021000,CTAGE15,ENSG00000271079
ENSMUSG00000021000,CTAGE6,ENSG00000271321
ENSMUSG00000021000,CTAGE4,ENSG00000225932
ENSMUSG00000021000,CTAGE8,ENSG00000244693
ENSMUSG00000021003,GALC,ENSG00000054983
ENSMUSG00000021007,SPATA7,ENSG00000042317
ENSMUSG00000021009,PTPN21,ENSG00000070778
ENSMUSG00000021010,NPAS3,ENSG00000151322
ENSMUSG00000021012,ZC3H14,ENSG00000100722
ENSMUSG00000021013,TTC8,ENSG00000165533
ENSMUSG00000021018,POLR2H,ENSG00000163882
ENSMUSG00000021022,PPP2R3C,ENSG00000092020
ENSMUSG00000021023,PRORP,ENSG00000100890
ENSMUSG00000021023,,ENSG00000258790
ENSMUSG00000021024,PSMA6,ENSG00000100902
ENSMUSG00000021025,NFKBIA,ENSG00000100906
ENSMUSG00000021027,RALGAPA1,ENSG00000174373
ENSMUSG00000021028,MBIP,ENSG00000151332
ENSMUSG00000021032,NGB,ENSG00000165553
ENSMUSG00000021033,GSTZ1,ENSG00000100577
ENSMUSG00000021036,SPTLC2,ENSG00000100596
ENSMUSG00000021037,AHSA1,ENSG00000100591
ENSMUSG00000021038,VIPAS39,ENSG00000151445
ENSMUSG00000021039,SNW1,ENSG00000100603
ENSMUSG00000021040,SLIRP,ENSG00000119705
ENSMUSG00000021044,ADCK1,ENSG00000063761
ENSMUSG00000021047,NOVA1,ENSG00000139910
ENSMUSG00000021048,MTHFD1,ENSG00000100714
ENSMUSG00000021051,PPP2R5E,ENSG00000154001
ENSMUSG00000021054,SGPP1,ENSG00000126821
ENSMUSG00000021055,ESR2,ENSG00000140009
ENSMUSG00000021057,AKAP5,ENSG00000179841
ENSMUSG00000021061,SPTB,ENSG00000070182
ENSMUSG00000021062,RAB15,ENSG00000139998
ENSMUSG00000021065,FUT8,ENSG00000033170
ENSMUSG00000021066,ATL1,ENSG00000198513
ENSMUSG00000021067,SAV1,ENSG00000151748
ENSMUSG00000021068,NIN,ENSG00000100503
ENSMUSG00000021069,PYGL,ENSG00000100504
ENSMUSG00000021070,BDKRB2,ENSG00000168398
ENSMUSG00000021071,TRIM9,ENSG00000100505
ENSMUSG00000021072,TMX1,ENSG00000139921
ENSMUSG00000021076,ACTR10,ENSG00000131966
ENSMUSG00000021079,TIMM9,ENSG00000100575
ENSMUSG00000021087,RTN1,ENSG00000139970
ENSMUSG00000021090,LRRC9,ENSG00000131951
ENSMUSG00000021091,SERPINA3,ENSG00000196136
ENSMUSG00000021094,DHRS7,ENSG00000100612
ENSMUSG00000021095,GSC,ENSG00000133937
ENSMUSG00000021096,PPM1A,ENSG00000100614
ENSMUSG00000021097,CLMN,ENSG00000165959
ENSMUSG00000021098,C14orf39,ENSG00000179008
ENSMUSG00000021102,GLRX5,ENSG00000182512
ENSMUSG00000021103,MNAT1,ENSG00000020426
ENSMUSG00000021108,PRKCH,ENSG00000027075
ENSMUSG00000021108,,ENSG00000258989
ENSMUSG00000021109,HIF1A,ENSG00000100644
ENSMUSG00000021111,PAPOLA,ENSG00000090060
ENSMUSG00000021112,MPP5,ENSG00000072415
ENSMUSG00000021113,SNAPC1,ENSG00000023608
ENSMUSG00000021114,ATP6V1D,ENSG00000100554
ENSMUSG00000021115,VRK1,ENSG00000100749
ENSMUSG00000021116,EIF2S1,ENSG00000134001
ENSMUSG00000021118,PLEK2,ENSG00000100558
ENSMUSG00000021120,PIGH,ENSG00000100564
ENSMUSG00000021123,RDH12,ENSG00000139988
ENSMUSG00000021124,VTI1B,ENSG00000100568
ENSMUSG00000021125,ARG2,ENSG00000081181
ENSMUSG00000021127,ZFP36L1,ENSG00000185650
ENSMUSG00000021130,GALNT16,ENSG00000100626
ENSMUSG00000021133,SUSD6,ENSG00000100647
ENSMUSG00000021134,SRSF5,ENSG00000100650
ENSMUSG00000021135,SLC10A1,ENSG00000100652
ENSMUSG00000021136,SMOC1,ENSG00000198732
ENSMUSG00000021139,SYNJ2BP-COX16,ENSG00000258644
ENSMUSG00000021140,PCNX1,ENSG00000100731
ENSMUSG00000021143,PACS2,ENSG00000179364
ENSMUSG00000021144,MTA1,ENSG00000182979
ENSMUSG00000021147,WDR37,ENSG00000047056
ENSMUSG00000021149,GTPBP4,ENSG00000107937
ENSMUSG00000021156,ZMYND11,ENSG00000015171
ENSMUSG00000021171,ESYT2,ENSG00000117868
ENSMUSG00000021175,CDCA7L,ENSG00000164649
ENSMUSG00000021176,EFCAB11,ENSG00000140025
ENSMUSG00000021177,TDP1,ENSG00000042088
ENSMUSG00000021178,PSMC1,ENSG00000100764
ENSMUSG00000021179,NRDE2,ENSG00000119720
ENSMUSG00000021180,RPS6KA5,ENSG00000100784
ENSMUSG00000021182,CCDC88C,ENSG00000015133
ENSMUSG00000021185,DGLUCY,ENSG00000133943
ENSMUSG00000021186,FBLN5,ENSG00000140092
ENSMUSG00000021187,TC2N,ENSG00000165929
ENSMUSG00000021188,TRIP11,ENSG00000100815
ENSMUSG00000021189,ATXN3,ENSG00000066427
ENSMUSG00000021189,ATXN3L,ENSG00000123594
ENSMUSG00000021190,LGMN,ENSG00000100600
ENSMUSG00000021192,GOLGA5,ENSG00000066455
ENSMUSG00000021193,PITRM1,ENSG00000107959
ENSMUSG00000021194,CHGA,ENSG00000100604
ENSMUSG00000021196,PFKP,ENSG00000067057
ENSMUSG00000021198,UNC79,ENSG00000133958
ENSMUSG00000021200,ASB2,ENSG00000100628
ENSMUSG00000021203,OTUB2,ENSG00000089723
ENSMUSG00000021209,PPP4R4,ENSG00000119698
ENSMUSG00000021215,NET1,ENSG00000173848
ENSMUSG00000021217,TSHZ3,ENSG00000121297
ENSMUSG00000021218,GDI2,ENSG00000057608
ENSMUSG00000021219,RGS6,ENSG00000182732
ENSMUSG00000021221,DPF3,ENSG00000205683
ENSMUSG00000021222,DCAF4,ENSG00000119599
ENSMUSG00000021222,DCAF4L2,ENSG00000176566
ENSMUSG00000021223,PAPLN,ENSG00000100767
ENSMUSG00000021224,NUMB,ENSG00000133961
ENSMUSG00000021226,ACOT1,ENSG00000184227
ENSMUSG00000021226,ACOT2,ENSG00000119673
ENSMUSG00000021234,FAM161B,ENSG00000156050
